year,month,day,time,foF2,foF2_
2016,9,26,23,11.5,11.2
2016,9,27,0,11.1,11.1
2016,9,27,1,11.5,11.5
2016,9,27,2,9.2,9.2
2016,9,27,3,8.5,8.5
2016,9,27,4,C,C
2016,9,27,5,C,6.8
2016,9,27,6,C,7.0
2016,9,27,7,C,6.9
2016,9,27,8,5.7,5.2
2016,9,27,9,3.5,3.3
2016,9,27,10,4.2,4.2
2016,9,27,11,6.6,6.6
2016,9,27,12,8.1,8.1
2016,9,27,13,9.3,9.5
2016,9,27,14,7.4,7.4
2016,9,27,15,6.6,6.6
2016,9,27,16,8.2,8.2
2016,9,27,17,10.1,10.1
2016,9,27,18,C,11.5
2016,9,27,19,12.6,12.6
2016,9,27,20,11.6,11.6
2016,9,27,21,11.1,11.1
2016,9,27,22,10.3,10.1
2016,9,27,23,10.8,10.8
2016,9,28,0,11.4,11.4
2016,9,28,1,9.7,9.7
2016,9,28,2,C,7.0
2016,9,28,3,6.4,6.4
2016,9,28,4,C,C
2016,9,28,5,6.2,6.2
2016,9,28,6,5.3,5.3
2016,9,28,7,5.6,5.7
2016,9,28,8,4.3,4.3
2016,9,28,9,3.7,3.7
2016,9,28,10,3.7,3.7
2016,9,28,11,6.6,6.6
2016,9,28,12,C,C
2016,9,28,13,8.9,8.9
2016,9,28,14,8.8,8.1
2016,9,28,15,8.7,8.7
2016,9,28,16,10.2,10.2
2016,9,28,17,11.9,11.9
2016,9,28,18,12.5,12.4
2016,9,28,19,12.6,12.5
2016,9,28,20,13.0,13.0
2016,9,28,21,12.0,12.0
2016,9,28,22,14.0,13.8
2016,9,28,23,12.8,12.7
2016,9,29,0,11.3,11.3
2016,9,29,1,10.5,10.5
2016,9,29,2,7.9,7.9
2016,9,29,3,6.8,6.6
2016,9,29,4,6.0,5.8
2016,9,29,5,5.3,5.3
2016,9,29,6,5.9,5.8
2016,9,29,7,6.1,6.1
2016,9,29,8,3.0,3.0
2016,9,29,9,2.2,2.2
2016,9,29,10,3.0,3.0
2016,9,29,11,6.0,5.9
2016,9,29,12,8.3,8.3
2016,9,29,13,9.3,9.3
2016,9,29,14,9.3,9.3
2016,9,29,15,9.4,9.4
2016,9,29,16,10.6,10.6
2016,9,29,17,13.2,13.2
2016,9,29,18,13.5,13.5
2016,9,29,19,11.8,11.8
2016,9,29,20,10.7,10.7
2016,9,29,21,10.2,10.1
2016,9,29,22,11.1,11.1
2016,9,29,23,C,10.4
2016,9,30,0,9.8,9.3
